거래ID,고객ID,거래일,거래금액,카테고리,결제방법
T013480,C01092,2023-05-06,145587.0,의류,간편결제
T013481,C01782,2023-12-17,169362.0,전자,간편결제
T013482,C01418,2023-05-24,169186.0,생활,카드
T013483,C00107,2023-05-24,,뷰티,현금
T013484,C00882,2023-01-05,460196.0,뷰티,카드
T013485,C00543,2024-03-01,157095.0,전자,간편결제
T013486,C00169,2023-04-16,106741.0,뷰티,간편결제
T013487,C00377,2023-11-27,90342.0,식품,현금
T013488,C00522,2023-10-16,228584.0,의류,간편결제
T013489,C00903,2023-05-19,118323.0,전자,간편결제
T013490,C01474,2023-08-28,283974.0,의류,간편결제
T013491,C01314,2023-12-22,398238.0,생활,카드
T013492,C01355,2024-03-04,176438.0,뷰티,카드
T013493,C01958,2024-04-10,174807.0,생활,카드
T013494,C01573,2024-06-22,36666.0,뷰티,카드
T013495,C01251,2024-01-14,142440.0,식품,카드
T013496,C00410,2023-07-22,249173.0,생활,현금
T013497,C01455,2024-05-10,101178.0,식품,카드
T013498,C00071,2023-06-21,43723.0,식품,현금
T013499,C00248,2024-05-04,366950.0,생활,카드
T013500,C01509,2024-03-14,104510.0,뷰티,현금
T013501,C01649,2023-04-18,196081.0,식품,카드
T013502,C00375,2023-10-17,86957.0,전자,카드
T013503,C00990,2023-05-23,346726.0,식품,간편결제
T013504,C00204,2023-09-26,188284.0,뷰티,간편결제
T013505,C00792,2023-06-08,134176.0,식품,간편결제
T013506,C01176,2023-02-01,302046.0,뷰티,카드
T013507,C00391,2023-11-30,339424.0,뷰티,간편결제
T013508,C01892,2023-08-22,199840.0,뷰티,간편결제
T013509,C01015,2024-03-14,411703.0,생활,카드
T013510,C01169,2024-06-12,324206.0,전자,카드
T013511,C00990,2024-06-26,473849.0,생활,카드
T013512,C00234,2023-06-28,72196.0,의류,간편결제
T013513,C01370,2023-12-10,13585.0,식품,간편결제
T013514,C00713,2023-10-08,120330.0,전자,카드
T013515,C01324,2024-03-05,391351.0,식품,현금
T013516,C01857,2023-01-26,117888.0,전자,카드
T013517,C01808,2023-07-11,285397.0,전자,간편결제
T013518,C00490,2023-06-21,491214.0,생활,카드
T013519,C01163,2024-04-17,385546.0,식품,간편결제
T013520,C00940,2023-05-10,45808.0,의류,현금
T013521,C00881,2024-06-12,90942.0,전자,간편결제
T013522,C01313,2023-09-10,242085.0,전자,카드
T013523,C00407,2023-03-21,235082.0,전자,카드
T013524,C00379,2024-03-30,129884.0,생활,카드
T013525,C00871,2023-11-17,445287.0,전자,카드
T013526,C01656,2023-09-11,315376.0,생활,카드
T013527,C00065,2023-01-20,261424.0,뷰티,카드
T013528,C00798,2023-07-28,214997.0,뷰티,카드
T013529,C00208,2024-02-15,236184.0,전자,간편결제
T013530,C00271,2023-08-16,412434.0,의류,간편결제
T013531,C00033,2023-09-29,130888.0,뷰티,간편결제
T013532,C01171,2023-05-29,215948.0,뷰티,카드
T013533,C00653,2023-03-21,496576.0,뷰티,카드
T013534,C00826,2023-10-07,489455.0,생활,간편결제
T013535,C00253,2023-08-02,113436.0,식품,간편결제
T013536,C01209,2023-01-12,211872.0,뷰티,카드
T013537,C01493,2023-01-27,159492.0,식품,간편결제
T013538,C01858,2024-03-09,380670.0,생활,간편결제
T013539,C00528,2023-11-09,147040.0,식품,카드
T013540,C01684,2023-06-16,496211.0,생활,카드
T013541,C00938,2023-04-12,166651.0,의류,카드
T013542,C00989,2023-07-29,347614.0,식품,간편결제
T013543,C01739,2023-05-02,311618.0,생활,카드
T013544,C00191,2023-03-03,481767.0,식품,간편결제
T013545,C00619,2023-05-25,176820.0,의류,간편결제
T013546,C01890,2024-03-04,468893.0,생활,카드
T013547,C00998,2023-09-06,290652.0,식품,카드
T013548,C00851,2024-02-15,357888.0,식품,카드
T013549,C00549,2023-01-04,182619.0,뷰티,간편결제
T013550,C00088,2023-05-21,139434.0,생활,카드
T013551,C00650,2023-04-16,22479.0,생활,간편결제
T013552,C00590,2023-04-03,50808.0,식품,카드
T013553,C01097,2023-12-15,491909.0,뷰티,현금
T013554,C00668,2023-10-15,55084.0,의류,간편결제
T013555,C01993,2024-06-16,116347.0,생활,카드
T013556,C00078,2024-04-05,40405.0,생활,카드
T013557,C00586,2023-04-02,6780.0,의류,카드
T013558,C01985,2023-02-12,119534.0,생활,간편결제
T013559,C01036,2023-10-28,226312.0,전자,현금
T013560,C01150,2024-02-21,47465.0,식품,간편결제
T013561,C00651,2023-07-05,169367.0,전자,간편결제
T013562,C01389,2023-11-12,111986.0,식품,간편결제
T013563,C00093,2023-06-12,123081.0,뷰티,카드
T013564,C00848,2024-04-16,194449.0,뷰티,간편결제
T013565,C01430,2024-03-20,89220.0,뷰티,간편결제
T013566,C00505,2023-08-04,429176.0,생활,현금
T013567,C01431,2023-08-27,226273.0,뷰티,카드
T013568,C01512,2023-03-02,424033.0,의류,간편결제
T013569,C01791,2024-02-25,272561.0,생활,카드
T013570,C00451,2023-05-30,372192.0,전자,간편결제
T013571,C00430,2023-06-18,150352.0,뷰티,간편결제
T013572,C00176,2023-03-14,77360.0,전자,카드
T013573,C00333,2023-10-09,166594.0,의류,간편결제
T013574,C01011,2023-01-20,103474.0,전자,간편결제
T013575,C01880,2023-07-22,134864.0,뷰티,카드
T013576,C01378,2023-08-04,209448.0,의류,현금
T013577,C00744,2023-04-20,121405.0,전자,카드
T013578,C00951,2023-06-05,308116.0,의류,현금
T013579,C01397,2024-01-19,179305.0,전자,카드
T013580,C00170,2023-10-31,114710.0,뷰티,카드
T013581,C00328,2023-02-09,317874.0,뷰티,카드
T013582,C00104,2023-08-07,361156.0,의류,간편결제
T013583,C00720,2023-01-26,150619.0,전자,카드
T013584,C00528,2023-02-15,239513.0,의류,현금
T013585,C01333,2024-06-17,49817.0,생활,간편결제
T013586,C00061,2023-07-15,71444.0,전자,카드
T013587,C00644,2023-01-05,388807.0,식품,카드
T013588,C00987,2023-05-05,76690.0,뷰티,현금
T013589,C00806,2023-03-25,226364.0,생활,카드
T013590,C01274,2023-08-08,309469.0,식품,현금
T013591,C01474,2023-12-20,178461.0,의류,간편결제
T013592,C01841,2023-05-05,299051.0,의류,카드
T013593,C00515,2024-02-14,97092.0,생활,간편결제
T013594,C00279,2023-04-14,214734.0,뷰티,카드
T013595,C00120,2024-03-14,466611.0,뷰티,카드
T013596,C01676,2024-01-11,84946.0,식품,카드
T013597,C01008,2024-02-06,29106.0,전자,카드
T013598,C01680,2023-08-04,217428.0,식품,카드
T013599,C01454,2023-10-05,118699.0,전자,간편결제
T013600,C00170,2024-03-27,287960.0,전자,카드
T013601,C00290,2023-09-27,212698.0,의류,카드
T013602,C01501,2023-03-25,88680.0,식품,카드
T013603,C00625,2023-03-25,217575.0,전자,현금
T013604,C01320,2023-07-11,120367.0,식품,간편결제
T013605,C00986,2023-09-25,434933.0,뷰티,간편결제
T013606,C01703,2023-09-21,183418.0,전자,현금
T013607,C01289,2023-03-19,477334.0,전자,간편결제
T013608,C01798,2024-05-23,379984.0,의류,카드
T013609,C01618,2024-02-07,84047.0,뷰티,카드
T013610,C01121,2024-05-14,29908.0,전자,간편결제
T013611,C01705,2023-03-03,148162.0,의류,간편결제
T013612,C01397,2024-05-12,126895.0,전자,간편결제
T013613,C01193,2023-04-20,,의류,카드
T013614,C00153,2023-03-20,309889.0,의류,간편결제
T013615,C01465,2023-05-13,79661.0,생활,카드
T013616,C01033,2023-04-14,134451.0,식품,간편결제
T013617,C00498,2023-08-06,324120.0,의류,카드
T013618,C00492,2023-01-12,,생활,카드
T013619,C00105,2024-05-26,442279.0,뷰티,간편결제
T013620,C01853,2023-11-25,196119.0,뷰티,간편결제
T013621,C00239,2024-02-04,258077.0,의류,간편결제
T013622,C00190,2023-06-23,79501.0,생활,간편결제
T013623,C00998,2023-09-01,215298.0,뷰티,카드
T013624,C01834,2023-07-14,256250.0,식품,카드
T013625,C00178,2023-04-07,237771.0,생활,카드
T013626,C01399,2024-01-12,107302.0,식품,현금
T013627,C00200,2023-06-30,30342.0,뷰티,카드
T013628,C01149,2023-09-16,356452.0,전자,카드
T013629,C01868,2023-06-28,279365.0,생활,간편결제
T013630,C00115,2023-02-28,53273.0,전자,카드
T013631,C00238,2023-07-29,174188.0,뷰티,카드
T013632,C01285,2023-03-29,157932.0,식품,카드
T013633,C00531,2023-07-26,464933.0,의류,간편결제
T013634,C00654,2023-06-16,155130.0,뷰티,카드
T013635,C00605,2023-03-25,299341.0,생활,간편결제
T013636,C01566,2023-11-16,220036.0,의류,간편결제
T013637,C00441,2023-11-07,229964.0,생활,현금
T013638,C01628,2023-03-28,277010.0,생활,카드
T013639,C00007,2023-09-21,486542.0,식품,카드
T013640,C00451,2023-12-13,68669.0,식품,간편결제
T013641,C00167,2024-05-24,22777.0,전자,간편결제
T013642,C00422,2023-09-06,221014.0,전자,카드
T013643,C01902,2023-01-21,437415.0,식품,간편결제
T013644,C01410,2023-10-10,426675.0,생활,카드
T013645,C00739,2023-03-25,151563.0,식품,현금
T013646,C01522,2023-01-05,128942.0,식품,카드
T013647,C01403,2023-01-07,240793.0,식품,카드
T013648,C00413,2023-03-25,28768.0,의류,현금
T013649,C01408,2023-04-03,190689.0,식품,간편결제
T013650,C00658,2024-04-16,483412.0,의류,간편결제
T013651,C01513,2023-07-31,234455.0,전자,간편결제
T013652,C01995,2023-07-19,109413.0,전자,간편결제
T013653,C00177,2024-05-28,454523.0,뷰티,간편결제
T013654,C00778,2023-05-03,85156.0,생활,간편결제
T013655,C01192,2023-06-14,300991.0,의류,현금
T013656,C00315,2023-04-04,155321.0,생활,현금
T013657,C01012,2023-03-18,432356.0,의류,카드
T013658,C00136,2023-07-20,256559.0,생활,카드
T013659,C01443,2023-03-28,204664.0,의류,간편결제
T013660,C01073,2024-06-22,112884.0,생활,카드
T013661,C00827,2023-09-20,428628.0,뷰티,현금
T013662,C00017,2023-06-04,67593.0,뷰티,현금
T013663,C01572,2024-04-10,417753.0,전자,간편결제
T013664,C01934,2023-01-16,233596.0,식품,간편결제
T013665,C00628,2023-08-16,354508.0,뷰티,카드
T013666,C00250,2023-07-22,137782.0,의류,카드
T013667,C00460,2024-01-14,244575.0,의류,간편결제
T013668,C01044,2023-02-22,44509.0,뷰티,간편결제
T013669,C01773,2023-02-03,428896.0,전자,카드
T013670,C01037,2023-03-20,195666.0,전자,현금
T013671,C00882,2023-03-07,269411.0,의류,현금
T013672,C00706,2023-06-02,316574.0,뷰티,카드
T013673,C00301,2023-08-25,369358.0,의류,카드
T013674,C00869,2023-04-10,11976.0,식품,간편결제
T013675,C00292,2023-09-06,308614.0,전자,카드
T013676,C00606,2023-11-20,381993.0,식품,간편결제
T013677,C01971,2024-06-12,214542.0,의류,간편결제
T013678,C01777,2023-07-04,238121.0,뷰티,카드
T013679,C00967,2023-08-12,42506.0,생활,간편결제
T013680,C01730,2023-03-11,190214.0,뷰티,카드
T013681,C00144,2024-01-21,435370.0,생활,현금
T013682,C01956,2023-09-15,453490.0,식품,간편결제
T013683,C00888,2023-02-03,188186.0,전자,간편결제
T013684,C01117,2023-04-18,45508.0,뷰티,카드
T013685,C01567,2023-07-25,151551.0,전자,카드
T013686,C01308,2023-02-08,7503.0,의류,간편결제
T013687,C00582,2023-08-23,449419.0,전자,현금
T013688,C01047,2024-03-11,273709.0,생활,현금
T013689,C01236,2023-03-16,45877.0,식품,카드
T013690,C01432,2023-06-30,116868.0,전자,간편결제
T013691,C01830,2023-04-11,75106.0,식품,카드
T013692,C01849,2024-01-13,172817.0,식품,카드
T013693,C01741,2024-02-13,82364.0,의류,카드
T013694,C01254,2024-01-09,443043.0,식품,현금
T013695,C01406,2023-08-22,167476.0,생활,현금
T013696,C01796,2024-03-03,138222.0,식품,카드
T013697,C01488,2023-03-27,184402.0,의류,간편결제
T013698,C01915,2024-02-27,111270.0,식품,현금
T013699,C00527,2023-12-18,56248.0,뷰티,카드
T013700,C01846,2023-03-14,147734.0,생활,카드
T013701,C01534,2023-10-04,485682.0,의류,간편결제
T013702,C00888,2024-05-04,81260.0,뷰티,간편결제
T013703,C01908,2023-03-04,370436.0,생활,카드
T013704,C00250,2024-01-09,54723.0,뷰티,카드
T013705,C01647,2023-07-13,244121.0,뷰티,간편결제
T013706,C01637,2023-06-12,297452.0,생활,현금
T013707,C00872,2024-01-28,157196.0,식품,간편결제
T013708,C01844,2023-04-08,38722.0,전자,카드
T013709,C00941,2024-06-22,280491.0,뷰티,현금
T013710,C01332,2023-08-14,3756.0,의류,카드
T013711,C01280,2023-03-31,187008.0,생활,간편결제
T013712,C01321,2024-05-16,159192.0,뷰티,카드
T013713,C00414,2023-03-31,256645.0,전자,카드
T013714,C01821,2024-06-21,5561.0,식품,현금
T013715,C01258,2024-06-14,74517.0,생활,카드
T013716,C01392,2023-05-27,47627.0,전자,간편결제
T013717,C01708,2023-05-16,280083.0,뷰티,카드
T013718,C01043,2023-01-21,337953.0,생활,카드
T013719,C00450,2023-02-12,282066.0,의류,현금
T013720,C01627,2023-09-29,264099.0,전자,카드
T013721,C01600,2024-02-12,43825.0,전자,카드
T013722,C01606,2023-10-21,440644.0,전자,간편결제
T013723,C01544,2024-02-15,213095.0,생활,간편결제
T013724,C01373,2023-09-04,33778.0,생활,현금
T013725,C00836,2023-07-03,312667.0,뷰티,카드
T013726,C00427,2023-06-03,318756.0,식품,간편결제
T013727,C01819,2024-06-19,469803.0,생활,간편결제
T013728,C01416,2024-02-05,353141.0,전자,간편결제
T013729,C00453,2023-06-02,150375.0,뷰티,간편결제
T013730,C00002,2023-04-08,105137.0,뷰티,간편결제
T013731,C01166,2023-04-25,250386.0,의류,카드
T013732,C00745,2024-05-02,31454.0,뷰티,간편결제
T013733,C00727,2023-05-11,269658.0,뷰티,카드
T013734,C01981,2024-05-07,7468.0,전자,카드
T013735,C00718,2023-02-18,33732.0,식품,카드
T013736,C00182,2024-06-24,386986.0,뷰티,현금
T013737,C00070,2023-09-03,22123.0,생활,카드
T013738,C00782,2023-09-22,125930.0,생활,간편결제
T013739,C01732,2023-08-04,231502.0,식품,카드
T013740,C00496,2023-01-12,207717.0,뷰티,카드
T013741,C01739,2023-08-03,128685.0,생활,카드
T013742,C00508,2023-04-07,54845.0,생활,카드
T013743,C00995,2023-07-17,128235.0,의류,현금
T013744,C01240,2023-03-29,102963.0,전자,간편결제
T013745,C01168,2023-11-14,54543.0,의류,현금
T013746,C00110,2023-06-10,2153.0,생활,간편결제
T013747,C01154,2023-09-07,295657.0,의류,현금
T013748,C00507,2023-03-20,30907.0,전자,카드
T013749,C00264,2023-02-04,109414.0,뷰티,간편결제
T013750,C01761,2023-05-17,51462.0,뷰티,간편결제
T013751,C00338,2023-06-04,165802.0,의류,카드
T013752,C00093,2023-04-21,111212.0,전자,간편결제
T013753,C01160,2023-03-12,228689.0,생활,카드
T013754,C00478,2023-03-20,112795.0,생활,현금
T013755,C01666,2023-05-21,217291.0,의류,카드
T013756,C00120,2023-04-28,451715.0,의류,카드
T013757,C00875,2023-02-18,186004.0,식품,간편결제
T013758,C01909,2023-07-19,149893.0,의류,카드
T013759,C01984,2024-02-25,102663.0,전자,간편결제
T013760,C01085,2024-02-25,179067.0,식품,간편결제
T013761,C01068,2023-04-16,182357.0,식품,카드
T013762,C01336,2023-06-13,251912.0,전자,간편결제
T013763,C01859,2024-06-14,287796.0,생활,간편결제
T013764,C01761,2023-03-03,243062.0,뷰티,카드
T013765,C00649,2024-01-04,405804.0,식품,간편결제
T013766,C01375,2024-04-06,1340.0,뷰티,카드
T013767,C01597,2024-06-19,91061.0,생활,현금
T013768,C00913,2024-05-30,306302.0,생활,간편결제
T013769,C01044,2023-05-10,219109.0,뷰티,카드
T013770,C01626,2023-06-23,273398.0,의류,간편결제
T013771,C01034,2023-12-16,450251.0,의류,간편결제
T013772,C01337,2024-02-27,402518.0,생활,카드
T013773,C00425,2023-11-17,111836.0,뷰티,카드
T013774,C00319,2023-07-09,15894.0,전자,카드
T013775,C01509,2023-10-18,379113.0,식품,간편결제
T013776,C00203,2023-04-02,64818.0,의류,카드
T013777,C00539,2023-09-28,211777.0,식품,카드
T013778,C00663,2023-10-03,212465.0,생활,카드
T013779,C00796,2023-03-21,77412.0,생활,카드
T013780,C01765,2023-11-14,252341.0,의류,간편결제
T013781,C01287,2023-02-09,257175.0,의류,간편결제
T013782,C00838,2023-04-02,460430.0,전자,현금
T013783,C00812,2023-11-26,89698.0,전자,카드
T013784,C00143,2023-09-16,10054.0,식품,카드
T013785,C00797,2023-11-21,407905.0,뷰티,간편결제
T013786,C00316,2023-03-11,7092.0,식품,카드
T013787,C01043,2023-06-26,137213.0,뷰티,카드
T013788,C00640,2023-03-10,122496.0,식품,현금
T013789,C00869,2023-07-03,404667.0,생활,카드
T013790,C00638,2024-03-20,417924.0,뷰티,간편결제
T013791,C01963,2024-06-07,371504.0,의류,카드
T013792,C00053,2023-02-08,279355.0,의류,카드
T013793,C01009,2023-03-29,351161.0,전자,카드
T013794,C01264,2024-06-26,408315.0,생활,간편결제
T013795,C00341,2023-07-03,1620.0,전자,간편결제
T013796,C01097,2024-01-25,142072.0,전자,간편결제
T013797,C01361,2024-04-07,236711.0,전자,카드
T013798,C00009,2023-05-21,246737.0,식품,간편결제
T013799,C01458,2023-05-05,236843.0,뷰티,카드
T013800,C00584,2024-02-20,486955.0,전자,간편결제
T013801,C01687,2024-05-10,398526.0,전자,카드
T013802,C00472,2023-08-08,175518.0,전자,간편결제
T013803,C01266,2023-04-11,167173.0,의류,간편결제
T013804,C01700,2023-01-29,402666.0,식품,간편결제
T013805,C00684,2023-09-11,235485.0,생활,간편결제
T013806,C00503,2023-10-23,191442.0,뷰티,현금
T013807,C00893,2024-06-22,460629.0,의류,현금
T013808,C01154,2023-08-24,142483.0,생활,카드
T013809,C00053,2023-02-02,30440.0,식품,간편결제
T013810,C01105,2024-03-07,251369.0,의류,현금
T013811,C01502,2023-04-04,408937.0,전자,현금
T013812,C01144,2024-03-13,257900.0,뷰티,간편결제
T013813,C00448,2023-06-14,250355.0,뷰티,카드
T013814,C01399,2023-01-30,475317.0,전자,카드
T013815,C00626,2024-02-02,4365.0,의류,간편결제
T013816,C00256,2023-06-19,19054.0,전자,카드
T013817,C01647,2023-09-03,143565.0,식품,간편결제
T013818,C00151,2023-03-14,34353.0,생활,간편결제
T013819,C01549,2023-05-20,233522.0,식품,카드
T013820,C00310,2023-02-08,385976.0,식품,간편결제
T013821,C01592,2023-06-23,499431.0,의류,현금
T013822,C00068,2024-02-03,433684.0,전자,카드
T013823,C01335,2024-05-04,48113.0,식품,카드
T013824,C00976,2024-05-21,64703.0,전자,현금
T013825,C01178,2023-05-06,23942.0,의류,카드
T013826,C01326,2023-05-29,73492.0,생활,카드
T013827,C01221,2024-03-27,79730.0,전자,간편결제
T013828,C00763,2023-09-16,168612.0,전자,간편결제
T013829,C01574,2023-08-24,,의류,카드
T013830,C00148,2023-08-10,130396.0,전자,카드
T013831,C01388,2024-04-22,141444.0,생활,카드
T013832,C00047,2023-03-15,,식품,간편결제
T013833,C00979,2023-09-28,298992.0,전자,현금
T013834,C01516,2024-02-14,410833.0,생활,간편결제
T013835,C00890,2023-05-01,177538.0,전자,현금
T013836,C00830,2023-01-06,2391.0,의류,현금
T013837,C00560,2023-10-07,401682.0,뷰티,현금
T013838,C01704,2023-04-12,387724.0,의류,간편결제
T013839,C01751,2024-04-24,,전자,간편결제
T013840,C01387,2023-01-19,363895.0,전자,간편결제
T013841,C01498,2023-03-08,40322.0,식품,간편결제
T013842,C01819,2024-06-18,220676.0,전자,카드
T013843,C01644,2024-01-23,360873.0,전자,현금
T013844,C00527,2024-05-03,282141.0,의류,간편결제
T013845,C00929,2023-07-15,173738.0,식품,간편결제
T013846,C01571,2023-10-23,260312.0,뷰티,카드
T013847,C01874,2023-05-16,252082.0,전자,카드
