캠페인ID,고객ID,발송일,오픈여부,클릭여부,전환여부,전환금액
CAM004,CU00118,2023-12-05,Y,N,N,
CAM007,CU00395,2023-05-07,N,N,N,
CAM008,CU00708,2023-10-04,N,N,N,
CAM006,CU00100,2023-07-23,N,N,N,
CAM002,CU00065,2023-03-17,N,N,N,
CAM010,CU00782,2023-12-21,Y,Y,N,
CAM009,CU00439,2023-11-23,Y,N,N,
CAM009,CU00433,2023-11-26,N,N,N,
CAM004,CU00469,2023-12-13,N,N,N,
CAM008,CU00403,2023-10-01,Y,Y,Y,19400.0
CAM004,CU00095,2023-12-17,N,N,N,
CAM010,CU00701,2023-12-21,N,N,N,
CAM005,CU00389,2024-03-10,N,N,N,
CAM002,CU00453,2023-03-10,N,N,N,
CAM010,CU00203,2023-12-27,N,N,N,
CAM007,CU00799,2023-05-06,N,N,N,
CAM008,CU00610,2023-10-17,N,N,N,
CAM001,CU00626,2023-06-12,N,N,N,
CAM005,CU00701,2024-03-15,Y,Y,N,
CAM003,CU00197,2023-09-19,Y,N,N,
CAM007,CU00686,2023-05-07,Y,N,N,
CAM009,CU00222,2023-11-28,N,N,N,
CAM006,CU00694,2023-07-21,Y,N,N,
CAM010,CU00789,2023-12-22,N,N,N,
CAM007,CU00527,2023-05-20,Y,N,N,
CAM003,CU00206,2023-09-22,Y,N,N,
CAM002,CU00275,2023-03-20,Y,N,N,
CAM010,CU00352,2023-12-22,Y,Y,N,
CAM008,CU00791,2023-10-03,N,N,N,
CAM002,CU00750,2023-03-01,Y,N,N,
CAM007,CU00535,2023-05-07,N,N,N,
CAM001,CU00147,2023-06-12,Y,Y,N,
CAM009,CU00417,2023-11-22,Y,N,N,
CAM002,CU00358,2023-03-17,Y,N,N,
CAM004,CU00175,2023-12-25,Y,N,N,
CAM007,CU00644,2023-05-24,Y,Y,N,
CAM003,CU00483,2023-09-21,Y,N,N,
CAM004,CU00576,2023-12-23,Y,N,N,
CAM007,CU00138,2023-05-20,N,N,N,
CAM008,CU00554,2023-10-15,Y,N,N,
CAM009,CU00337,2023-11-22,Y,Y,N,
CAM004,CU00455,2023-12-25,Y,Y,N,
CAM007,CU00225,2023-05-09,Y,N,N,
CAM002,CU00133,2023-03-04,Y,N,N,
CAM009,CU00329,2023-11-24,Y,Y,Y,32400.0
CAM005,CU00271,2024-03-25,Y,Y,N,
CAM001,CU00258,2023-06-14,N,N,N,
CAM010,CU00037,2023-12-27,N,N,N,
CAM008,CU00273,2023-10-25,Y,N,N,
CAM009,CU00636,2023-11-25,N,N,N,
CAM009,CU00582,2023-11-27,Y,Y,N,
CAM006,CU00551,2023-07-25,Y,N,N,
CAM004,CU00679,2023-12-06,Y,N,N,
CAM002,CU00739,2023-03-03,Y,N,N,
CAM004,CU00736,2023-12-03,N,N,N,
CAM002,CU00162,2023-03-12,N,N,N,
CAM006,CU00241,2023-07-25,N,N,N,
CAM005,CU00748,2024-03-08,N,N,N,
CAM009,CU00232,2023-11-25,Y,N,N,
CAM010,CU00114,2023-12-22,N,N,N,
CAM003,CU00394,2023-09-25,N,N,N,
CAM003,CU00046,2023-09-16,N,N,N,
CAM004,CU00082,2023-12-02,N,N,N,
CAM003,CU00018,2023-09-28,Y,N,N,
CAM009,CU00488,2023-11-26,N,N,N,
CAM009,CU00297,2023-11-20,Y,N,N,
