고객ID,연월,이용횟수,이용시간(분)
CU00771,2023-09,16.0,499.0
CU00771,2023-10,17.0,456.0
CU00771,2023-11,15.0,578.0
CU00771,2023-12,12.0,256.0
CU00772,2023-01,12.0,441.0
CU00772,2023-02,15.0,542.0
CU00772,2023-03,13.0,195.0
CU00772,2023-04,11.0,332.0
CU00772,2023-05,12.0,354.0
CU00772,2023-06,19.0,702.0
CU00772,2023-07,19.0,265.0
CU00772,2023-08,19.0,450.0
CU00772,2023-09,20.0,387.0
CU00772,2023-10,13.0,149.0
CU00772,2023-11,23.0,827.0
CU00772,2023-12,23.0,486.0
CU00774,2023-01,16.0,257.0
CU00774,2023-02,11.0,114.0
CU00774,2023-03,13.0,395.0
CU00774,2023-04,13.0,219.0
CU00774,2023-06,16.0,364.0
CU00774,2023-07,10.0,202.0
CU00774,2023-08,15.0,385.0
CU00774,2023-09,12.0,245.0
CU00774,2023-10,13.0,400.0
CU00774,2023-11,11.0,369.0
CU00774,2023-12,15.0,
CU00775,2023-02,11.0,343.0
CU00775,2023-03,16.0,528.0
CU00775,2023-04,16.0,372.0
CU00775,2023-05,12.0,479.0
CU00775,2023-06,11.0,135.0
CU00775,2023-07,20.0,231.0
CU00775,2023-08,11.0,108.0
CU00775,2023-09,19.0,732.0
CU00775,2023-11,14.0,143.0
CU00775,2023-12,17.0,328.0
CU00776,2023-01,16.0,
CU00776,2023-02,23.0,835.0
CU00776,2023-03,16.0,515.0
CU00776,2023-04,17.0,654.0
CU00776,2023-05,15.0,273.0
CU00776,2023-06,9.0,98.0
CU00776,2023-07,11.0,266.0
CU00776,2023-08,16.0,273.0
CU00776,2023-09,11.0,182.0
CU00776,2023-10,13.0,334.0
CU00776,2023-12,18.0,560.0
CU00778,2023-01,17.0,276.0
CU00778,2023-02,10.0,324.0
CU00778,2023-03,20.0,619.0
CU00778,2023-04,14.0,399.0
CU00778,2023-05,20.0,345.0
CU00778,2023-06,18.0,609.0
CU00778,2023-07,17.0,579.0
CU00778,2023-08,19.0,360.0
CU00778,2023-09,10.0,122.0
CU00778,2023-10,20.0,438.0
CU00778,2023-11,19.0,734.0
CU00778,2023-12,13.0,251.0
CU00779,2023-01,4.0,141.0
CU00779,2023-02,6.0,237.0
CU00779,2023-03,1.0,14.0
CU00779,2023-04,5.0,113.0
CU00779,2023-05,6.0,147.0
CU00779,2023-06,5.0,90.0
CU00779,2023-07,4.0,103.0
CU00779,2023-08,1.0,26.0
CU00779,2023-09,4.0,163.0
CU00779,2023-10,5.0,90.0
CU00779,2023-11,4.0,99.0
CU00779,2023-12,2.0,41.0
CU00780,2023-01,19.0,441.0
CU00780,2023-02,16.0,229.0
CU00780,2023-03,15.0,213.0
CU00780,2023-04,13.0,327.0
CU00780,2023-05,16.0,402.0
CU00780,2023-06,11.0,178.0
CU00780,2023-07,15.0,438.0
CU00780,2023-08,10.0,262.0
CU00780,2023-09,15.0,188.0
CU00780,2023-10,18.0,592.0
CU00780,2023-11,13.0,431.0
CU00780,2023-12,14.0,474.0
CU00782,2023-01,17.0,307.0
CU00782,2023-02,11.0,157.0
CU00782,2023-03,14.0,415.0
CU00782,2023-04,15.0,351.0
CU00782,2023-05,20.0,284.0
CU00782,2023-06,11.0,118.0
CU00782,2023-07,10.0,181.0
CU00782,2023-08,17.0,440.0
CU00782,2023-09,21.0,398.0
CU00782,2023-11,18.0,300.0
CU00782,2023-12,8.0,151.0
CU00783,2023-03,10.0,164.0
CU00783,2023-04,12.0,426.0
CU00783,2023-05,16.0,
CU00783,2023-06,13.0,278.0
CU00783,2023-07,15.0,288.0
CU00783,2023-08,14.0,535.0
CU00783,2023-09,16.0,549.0
CU00783,2023-10,12.0,301.0
CU00783,2023-11,20.0,710.0
CU00783,2023-12,14.0,210.0
CU00786,2023-01,20.0,785.0
CU00786,2023-02,5.0,68.0
CU00786,2023-03,11.0,104.0
CU00786,2023-04,14.0,302.0
CU00786,2023-05,11.0,308.0
CU00786,2023-06,12.0,385.0
CU00786,2023-07,19.0,672.0
CU00786,2023-08,17.0,
CU00786,2023-09,9.0,359.0
CU00786,2023-10,11.0,264.0
CU00786,2023-11,9.0,78.0
CU00786,2023-12,15.0,569.0
CU00787,2023-01,18.0,576.0
CU00787,2023-02,12.0,402.0
CU00787,2023-03,17.0,299.0
CU00787,2023-04,17.0,657.0
CU00787,2023-05,17.0,395.0
CU00787,2023-06,12.0,295.0
CU00787,2023-07,10.0,393.0
CU00787,2023-08,9.0,256.0
CU00787,2023-09,14.0,365.0
CU00787,2023-10,21.0,541.0
CU00787,2023-11,15.0,516.0
CU00787,2023-12,19.0,490.0
CU00788,2023-01,2.0,45.0
CU00788,2023-02,5.0,141.0
CU00788,2023-03,2.0,71.0
CU00788,2023-04,8.0,105.0
CU00788,2023-05,2.0,69.0
CU00788,2023-06,2.0,25.0
CU00788,2023-07,3.0,79.0
CU00789,2023-01,9.0,246.0
CU00789,2023-02,8.0,
CU00789,2023-03,9.0,358.0
CU00789,2023-04,6.0,210.0
CU00789,2023-05,7.0,212.0
CU00789,2023-06,5.0,101.0
CU00789,2023-07,4.0,56.0
CU00789,2023-08,5.0,87.0
CU00789,2023-09,5.0,204.0
CU00789,2023-10,2.0,74.0
CU00789,2023-12,2.0,62.0
CU00790,2023-03,4.0,88.0
CU00790,2023-04,4.0,66.0
CU00790,2023-05,,44.0
CU00790,2023-06,2.0,61.0
CU00790,2023-07,2.0,27.0
CU00790,2023-08,4.0,157.0
CU00790,2023-09,2.0,42.0
CU00790,2023-10,3.0,5.0
CU00790,2023-11,4.0,82.0
CU00790,2023-12,2.0,25.0
CU00791,2023-02,14.0,125.0
CU00791,2023-03,,619.0
CU00791,2023-04,17.0,605.0
CU00791,2023-06,13.0,230.0
CU00791,2023-07,9.0,157.0
CU00791,2023-08,14.0,459.0
CU00791,2023-09,25.0,990.0
CU00791,2023-10,16.0,449.0
CU00791,2023-11,16.0,635.0
CU00792,2023-01,3.0,67.0
CU00792,2023-02,4.0,155.0
CU00792,2023-03,3.0,38.0
CU00792,2023-04,3.0,109.0
CU00792,2023-05,3.0,88.0
CU00792,2023-06,3.0,126.0
CU00792,2023-07,2.0,56.0
CU00794,2023-01,18.0,566.0
CU00794,2023-02,25.0,906.0
CU00794,2023-03,16.0,550.0
CU00794,2023-04,17.0,653.0
CU00794,2023-05,14.0,523.0
CU00794,2023-07,18.0,353.0
CU00794,2023-08,22.0,776.0
CU00794,2023-09,19.0,433.0
CU00794,2023-10,9.0,179.0
CU00794,2023-11,12.0,459.0
CU00794,2023-12,19.0,433.0
CU00795,2023-01,9.0,177.0
CU00795,2023-02,13.0,522.0
CU00795,2023-03,4.0,78.0
CU00795,2023-04,6.0,162.0
CU00795,2023-05,5.0,104.0
CU00795,2023-06,4.0,53.0
CU00795,2023-07,6.0,113.0
CU00795,2023-08,4.0,
CU00795,2023-09,4.0,38.0
CU00795,2023-10,3.0,84.0
CU00795,2023-11,4.0,147.0
CU00795,2023-12,2.0,7.0
CU00797,2023-01,19.0,571.0
CU00797,2023-02,14.0,388.0
CU00797,2023-03,10.0,103.0
CU00797,2023-04,21.0,250.0
CU00797,2023-05,17.0,399.0
CU00797,2023-06,17.0,202.0
CU00797,2023-07,15.0,368.0
CU00797,2023-09,18.0,429.0
CU00797,2023-10,13.0,244.0
CU00797,2023-11,21.0,794.0
CU00797,2023-12,14.0,176.0
CU00798,2023-11,18.0,320.0
CU00798,2023-12,17.0,455.0
CU00799,2023-05,15.0,322.0
CU00799,2023-06,15.0,315.0
CU00799,2023-07,15.0,602.0
CU00799,2023-08,17.0,609.0
CU00799,2023-09,13.0,204.0
CU00799,2023-10,16.0,654.0
CU00799,2023-11,8.0,148.0
CU00799,2023-12,17.0,626.0
CU00800,2023-01,10.0,290.0
CU00800,2023-02,16.0,249.0
CU00800,2023-03,17.0,632.0
CU00800,2023-04,11.0,198.0
CU00800,2023-05,19.0,385.0
CU00800,2023-06,,1085.0
CU00800,2023-07,17.0,326.0
CU00800,2023-09,13.0,452.0
CU00800,2023-10,11.0,282.0
CU00800,2023-11,18.0,381.0
CU00800,2023-12,5.0,176.0
